species	tissue_class	tissue_type	cell_name	marker	symbol	marker_source
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Adam33	Adam33	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Lrrc15	Lrrc15	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Gja1	Gja1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Myo1b	Myo1b	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Slco3a1	Slco3a1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Gbp7	Gbp7	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Rps7	Rps7	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Aox1	Aox1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Dusp1	Dusp1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Azin1	Azin1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Nr2f2	Nr2f2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Glt8d2	Glt8d2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Stx3	Stx3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Adamtsl3	Adamtsl3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Cd248	Cd248	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Peg3	Peg3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Rpl24	Rpl24	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Vgll3	Vgll3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Carhsp1	Carhsp1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Col18a1	Col18a1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Epdr1	Epdr1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Fnip1	Fnip1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Sparcl1	Sparcl1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Chondrogenic cell	Sox5	Sox5	Experiment
Mouse	Adipose tissue	Adipose tissue	Adipogenic cell	Cd36	Cd36	Experiment
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Cd34	Cd34	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Cox7a2	Cox7a2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Ctsl	Ctsl	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Ablim1	Ablim1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Lamp1	Lamp1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Adgrd1	Adgrd1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Tnxb	Tnxb	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Fbln1	Fbln1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Aldh1a3	Aldh1a3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Fkbp9	Fkbp9	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Ehd1	Ehd1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Pi16	Pi16	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Ephb2	Ephb2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Pear1	Pear1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Lmo7	Lmo7	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Fyn	Fyn	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	S100a16	S100a16	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Pofut2	Pofut2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Ackr2	Ackr2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Tns1	Tns1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Tcf7l2	Tcf7l2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Xpnpep2	Xpnpep2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Igfbp5	Igfbp5	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Ifitm1	Ifitm1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Gstt1	Gstt1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Enpep	Enpep	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Clip4	Clip4	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Ctsl	Ctsl	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Fbln7	Fbln7	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Tpp1	Tpp1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Slc9a3r2	Slc9a3r2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Ssr2	Ssr2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Akr1c14	Akr1c14	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Clmp	Clmp	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Tusc3	Tusc3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Anpep	Anpep	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Myo1b	Myo1b	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Nox4	Nox4	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Sparcl1	Sparcl1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Ltbp1	Ltbp1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Ly6e	Ly6e	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Ppp1r15a	Ppp1r15a	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Sned1	Sned1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Lsamp	Lsamp	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Fgd5	Fgd5	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Tgfbr2	Tgfbr2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Klf3	Klf3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Rpl18a	Rpl18a	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Socs3	Socs3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Gucy1b3	Gucy1b1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Apod	Apod	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Ccdc152	Ccdc152	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Vit	Vit	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Lims2	Lims2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Gpc3	Gpc3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Tspo	Tspo	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Fbxo11	Fbxo11	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Svep1	Svep1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Efna5	Efna5	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Bmper	Bmper	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Pebp1	Pebp1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Cdh11	Cdh11	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Phf11d	Phf11d	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Psmd2	Psmd2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Rps11	Rps11	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Itpr1	Itpr1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Mmp19	Mmp19	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Gabra3	Gabra3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Pcolce	Pcolce	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Slco2b1	Slco2b1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Nov	Ccn3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Map4k4	Map4k4	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Plod2	Plod2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Cxcl16	Cxcl16	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Fam198b	Gask1b	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Smpdl3a	Smpdl3a	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Rps27	Rps27	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Fabp4	Fabp4	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Cpne8	Cpne8	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Ecm2	Ecm2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Usp3	Usp3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Stem cell	Sdc1	Sdc1	Experiment
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Fhl1	Fhl1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Nr2f2	Nr2f2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Abi3bp	Abi3bp	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Il6ra	Il6ra	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Mgst3	Mgst3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Sra1	Sra1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Lpl	Lpl	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Il17ra	Il17ra	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Abcg1	Abcg1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Apod	Apod	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Olfml3	Olfml3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Ednra	Ednra	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Pi16	Pi16	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Tmem176b	Tmem176b	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Psme2	Psme2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Rps19	Rps19	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Rpl32	Rpl32	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Galnt15	Galnt15	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Rpl14	Rpl14	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	S100a11	S100a11	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Susd2	Susd2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Col13a1	Col13a1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Tgfbr2	Tgfbr2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Cd81	Cd81	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Pcolce2	Pcolce2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Bri3	Bri3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Dbn1	Dbn1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Egflam	Egflam	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Col4a1	Col4a1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Col15a1	Col15a1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Aif1l	Aif1l	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Col18a1	Col18a1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Col15a1	Col15a1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Ntn1	Ntn1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Rcn1	Rcn1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Plscr2	Plscr2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Heg1	Heg1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Bmp8a	Bmp8a	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Cox7a2l	Cox7a2l	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	H3f3b	H3f3b	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Sep9		Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	H2-Q4	H2-Q4	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Tshz2	Tshz2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Epas1	Epas1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Egr1	Egr1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Rpl18a	Rpl18a	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Rtp4	Rtp4	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Anxa3	Anxa3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Gstm1	Gstm1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Anxa1	Anxa1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Egr2	Egr2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Sfrp4	Sfrp4	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Olfml3	Olfml3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Usp18	Usp18	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Gsn	Gsn	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Cygb	Cygb	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Cyth3	Cyth3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Psap	Psap	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Col14a1	Col14a1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Gm42487	Gm36535	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Ror2	Ror2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Ivns1abp	Ivns1abp	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Siva1	Siva1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Cpz	Cpz	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Samhd1	Samhd1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Pnp	Pnp	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Immune cell	Il2	Il2	Experiment
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Ptprs	Ptprs	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Stem cell	Cd24a	Cd24a	Experiment
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Nenf	Nenf	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Qpct	Qpct	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Gsto1	Gsto1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Errfi1	Errfi1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Atp6v0e	Atp6v0e	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Gpm6b	Gpm6b	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Btg2	Btg2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Col6a1	Col6a1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Cald1	Cald1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Col6a2	Col6a2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Pim1	Pim1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Atp1a1	Atp1a1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Dock1	Dock1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Sp110	Sp110	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Ank2	Ank2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Islr2	Islr2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Usp53	Usp53	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Postn	Postn	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Thbs2	Thbs2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Ptch2	Ptch2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Noct	Noct	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Igsf3	Igsf3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Lama2	Lama2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Rps9	Rps9	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Ugdh	Ugdh	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Apoe	Apoe	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P2	Atf3	Atf3	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Ppp1r14b	Ppp1r14b	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Crtap	Crtap	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Cryab	Cryab	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Rpl11	Rpl11	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Arid5b	Arid5b	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Kcnt2	Kcnt2	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Slco2b1	Slco2b1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Deptor	Deptor	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Lsp1	Lsp1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Rps15a	Rps15a	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Zfp385a	Zfp385a	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Tmod1	Tmod1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Csnk1a1	Csnk1a1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Cd55	Cd55	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Pth1r	Pth1r	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G1	Cd55	Cd55	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Cxcl16	Cxcl16	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Serpina3n	Serpina3n	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Colec12	Colec12	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G3	Cstb	Cstb	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G2	Pdgfrb	Pdgfrb	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P1	Rpl23a	Rpl23a	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Igfbp7	Igfbp7	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Rpl18	Rpl18	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.G4	Psme1	Psme1	Single-cell sequencing
Mouse	Adipose tissue	Adipose tissue	Schwalie et al.Nature.P3	Tgfb3	Tgfb3	Single-cell sequencing
